idx,img_path,GT,pred,ok,len_err,len_gt,len_pred
246,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0105387931034-91_85-329&556_507&620-517&625_331&623_330&557_516&559-0_0_17_9_26_33_32-130-15_emb_使720786.jpg,使720786,使720786,1,0,7,7
247,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0320653735633-90_79-240&464_590&575-590&576_244&563_231&466_577&479-0_0_30_33_33_19_32-89-33_emb_使971378.jpg,使971378,使971378,1,0,7,7
248,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/013125-88_88-191&501_392&566-396&558_192&570_182&502_386&490-0_0_27_31_24_20_33-144-29_emb_使681765.jpg,使681765,使681765,1,0,7,7
249,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0193151340996-94_80-295&444_523&545-531&543_298&521_284&440_517&462-0_0_32_25_27_14_29-179-52_emb_使683045.jpg,使683045,使683045,1,0,7,7
250,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0192001915709-91_87-207&424_460&534-445&551_219&498_218&402_444&455-0_0_33_32_11_27_29-54-9_emb_使643186.jpg,使643186,使6316,0,1,7,5
251,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0395162835249-74_104-114&421_382&577-385&517_121&592_116&476_380&401-0_0_22_33_2_27_26-108-26_emb_使892181.jpg,使892181,使892181,1,0,7,7
252,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/00868295019157-90_91-290&317_449&393-451&380_292&390_290&332_449&322-0_0_18_14_30_30_29-67-14_emb_使307248.jpg,使307248,使3072468,0,1,7,8
253,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0191091954023-90_93-214&537_495&618-497&624_207&620_211&522_501&526-0_0_26_21_32_32_26-116-25_emb_使369979.jpg,使369979,使369979,1,0,7,7
254,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/019845545977-89_89-249&294_485&398-489&383_244&391_244&306_489&298-13_6_10_25_27_31_27-84-23_emb_使738592.jpg,使738592,使738592,1,0,7,7
255,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0454382183908-103_72-151&502_472&662-451&674_167&605_174&506_458&575-0_0_15_25_13_26_31-30-14_emb_使344446.jpg,使344446,使344446,1,0,7,7
256,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/016082375479-86_95-396&520_593&604-594&584_404&606_413&543_603&521-0_0_27_8_26_31_30-100-18_emb_使762116.jpg,使762116,使762116,1,0,7,7
257,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0111302681993-91_87-302&532_487&600-494&604_292&606_294&537_496&535-0_0_31_31_33_10_29-108-36_emb_使044984.jpg,使044984,使044984,1,0,7,7
258,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/021875-90_88-248&548_531&635-549&637_247&629_240&542_542&550-12_14_31_8_3_27_31-101-38_emb_使405961.jpg,使405961,使405961,1,0,7,7
259,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/012644875479-90_89-311&473_506&548-514&542_311&544_311&476_514&474-0_0_23_12_31_30_25-146-36_emb_使314268.jpg,使314268,使314268,1,0,7,7
260,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0266618773946-90_88-210&526_539&619-550&622_207&611_199&507_542&518-0_0_17_29_26_26_19-157-63_emb_使546532.jpg,使546532,使546532,1,0,7,7
261,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/00826149425288-94_90-242&497_389&557-385&557_240&552_252&502_397&507-0_0_20_6_30_33_32-110-25_emb_使965587.jpg,使965587,使965587,1,0,7,7
262,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0464918582376-93_85-166&537_548&651-524&666_179&630_208&531_553&567-0_0_5_30_31_27_22-137-119_emb_使951624.jpg,使951624,使951624,1,0,7,7
263,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0207567049809-82_94-130&333_344&442-350&400_141&437_122&363_331&326-0_0_13_33_30_32_3-59-26_emb_使367227.jpg,使367227,使367227,1,0,7,7
264,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0246695402298-96_75-143&509_366&613-358&627_148&596_137&492_347&523-0_0_24_13_31_32_27-142-32_emb_使347151.jpg,使347151,使3647151,0,1,7,8
265,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0116020114943-88_88-251&481_439&557-448&548_248&558_247&486_447&476-0_0_29_4_33_31_33-139-18_emb_使076708.jpg,使076708,使076708,1,0,7,7
266,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/013438697318-90_92-260&339_455&413-453&407_254&417_256&346_455&336-0_0_13_25_24_32_31-41-26_emb_使704767.jpg,使704767,使704767,1,0,7,7
267,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0460009578545-93_80-145&471_513&618-520&639_160&585_153&476_513&530-1_2_33_3_4_24_26-130-89_emb_使063785.jpg,使063785,使063785,1,0,7,7
268,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0527586206897-106_70-67&466_353&645-352&669_65&571_64&460_351&558-0_0_8_29_25_27_23-50-52_emb_使095449.jpg,使095449,使09549,0,1,7,6
269,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0479406130269-81_100-185&454_466&620-483&568_199&621_207&489_491&436-0_0_8_25_25_29_32-167-111_emb_使523689.jpg,使523689,使539,0,1,7,4
270,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0180172413793-91_81-81&337_320&425-326&437_82&418_64&323_308&342-0_0_16_22_25_32_31-33-25_emb_使043410.jpg,使043410,使043410,1,0,7,7
271,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0228879310345-87_92-382&558_627&647-627&627_376&657_394&574_645&544-0_0_24_32_29_31_31-124-28_emb_使347059.jpg,使347059,使347059,1,0,7,7
272,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0242468869731-87_93-299&441_592&526-593&519_300&543_311&459_604&435-0_0_2_24_30_24_33-99-63_emb_使806844.jpg,使806844,使806844,1,0,7,7
273,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0130747126436-89_90-244&461_451&536-462&529_252&533_250&467_460&463-0_0_29_33_2_26_24-137-27_emb_使793217.jpg,使793217,使793217,1,0,7,7
274,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0329980842912-97_80-221&636_489&752-490&752_219&708_221&624_492&668-0_0_22_18_29_27_30-92-52_emb_使631508.jpg,使631508,使631508,1,0,7,7
275,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0223575191571-90_89-241&486_510&580-510&574_248&578_256&486_518&482-0_0_20_4_26_29_29-143-41_emb_使926921.jpg,使926921,使926921,1,0,7,7
276,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0374772509579-98_68-293&470_588&611-571&610_305&568_296&473_562&515-0_0_25_26_31_1_29-69-35_emb_使693834.jpg,使693834,使693834,1,0,7,7
277,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0194252873564-91_87-224&553_446&646-443&646_220&622_217&545_440&569-0_0_28_19_32_28_32-112-22_emb_使092154.jpg,使092154,使092154,1,0,7,7
278,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0431034482759-90_84-197&449_608&564-590&566_217&573_213&447_586&440-0_0_20_18_25_31_24-33-12_emb_使876397.jpg,使876397,使76397,0,1,7,6
279,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0162571839081-94_84-335&662_533&749-536&748_329&724_327&658_534&682-0_0_29_26_5_29_25-120-39_emb_使938845.jpg,使938845,使938845,1,0,7,7
280,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0147090517241-90_87-339&463_546&547-547&546_341&540_330&456_536&462-0_0_4_32_8_32_27-74-11_emb_使368003.jpg,使368003,使36863,0,1,7,6
281,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0137452107279-90_91-264&480_493&546-497&547_260&552_261&472_498&467-0_0_22_15_32_26_26-161-14_emb_使316700.jpg,使316700,使316700,1,0,7,7
282,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0278376436781-88_87-254&554_512&652-514&637_256&651_257&562_515&548-0_0_10_31_6_27_25-170-48_emb_使363108.jpg,使363108,使363108,1,0,7,7
283,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0219923371648-86_84-241&447_466&540-480&519_253&541_235&466_462&444-0_0_0_30_22_24_32-111-63_emb_使790529.jpg,使790529,使790529,1,0,7,7
284,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0203172892721-90_93-279&533_540&626-539&619_296&621_299&531_542&529-0_0_0_30_28_30_23-90-57_emb_使393418.jpg,使393418,使393418,1,0,7,7
285,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0177442528736-94_80-233&483_450&582-460&583_234&555_227&479_453&507-0_0_23_25_33_29_24-93-33_emb_使544514.jpg,使544514,使544514,1,0,7,7
286,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0257519157088-90_86-283&448_574&545-577&536_283&543_283&442_577&435-0_0_11_9_25_33_33-153-54_emb_使272374.jpg,使272374,使272374,1,0,7,7
287,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0112954980843-90_89-192&502_399&575-402&577_187&579_188&505_403&503-0_0_20_30_29_32_2-183-11_emb_使289184.jpg,使289184,使289184,1,0,7,7
288,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0277502394636-90_90-254&459_572&561-575&552_262&554_262&467_575&465-0_0_6_29_0_26_25-61-80_emb_使307635.jpg,使307635,使307635,1,0,7,7
289,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0213661398467-94_87-241&368_465&482-476&487_236&466_240&375_480&396-0_0_33_4_26_26_26-125-55_emb_使398866.jpg,使398866,使39866,0,1,7,6
290,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/042337164751-93_67-158&468_612&571-620&587_199&544_163&464_584&507-0_0_23_29_24_26_27-115-96_emb_使483756.jpg,使483756,使48375,0,1,7,6
291,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0286829501916-103_72-298&443_526&581-528&583_294&523_295&439_529&499-0_0_8_25_8_32_31-108-65_emb_使763684.jpg,使763684,使763684,1,0,7,7
292,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0176795977012-90_92-289&484_524&582-530&568_281&577_288&482_537&473-0_0_13_30_25_29_23-132-32_emb_使493201.jpg,使493201,使493201,1,0,7,7
293,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0146216475096-96_80-265&440_444&530-450&535_268&506_262&438_444&467-0_0_27_26_3_32_29-111-15_emb_使830859.jpg,使830859,使830859,1,0,7,7
294,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0182291666667-88_89-412&501_628&585-640&572_413&588_413&503_640&487-0_0_18_33_33_24_0-72-47_emb_使296497.jpg,使296497,使29649,0,1,7,6
295,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0336685823755-88_90-265&495_585&624-572&598_272&614_271&509_571&493-0_0_27_31_6_24_26-77-100_emb_使980466.jpg,使980466,使980466,1,0,7,7
296,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0206573275862-94_86-339&320_559&415-556&413_336&389_337&315_557&339-0_0_8_27_26_29_17-112-29_emb_使391816.jpg,使391816,使391816,1,0,7,7
297,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0300287356322-90_84-128&485_474&602-481&592_135&590_130&491_476&493-0_0_16_12_25_31_29-75-180_emb_使844280.jpg,使844280,使844280,1,0,7,7
298,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0356321839081-90_93-169&345_482&459-480&459_174&452_188&347_494&354-0_5_13_24_24_26_33-86-106_emb_使378821.jpg,使378821,使378821,1,0,7,7
299,datasets/special_ccpd2019_base_cvreplace_v1_20260526/images/val/0348084291188-93_78-179&521_521&616-538&624_179&612_179&512_538&524-0_0_10_10_29_29_27-131-45_emb_使151918.jpg,使151918,使151918,1,0,7,7
